,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Male,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65plus,Edu_Doctorate,Edu_Left_16,Edu_Left_17,Edu_Left_18,Edu_Left_Before_16,Edu_Masters,Edu_Profess_Diploma,Edu_Some_College,Country_Canada,Country_Ireland,Country_New_Zealand,Country_Other,Country_UK,Country_USA,Race_Black,Race_Mixed_Black_Asian,Race_Mixed_White_Asian,Race_Mixed_White_Black,Race_Other,Race_White
474,25.0,46.0,43.0,48.0,48.0,-0.71126,-0.84637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
475,52.0,33.0,50.0,31.0,39.0,0.19268,-0.84637,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
476,50.0,35.0,41.0,35.0,32.0,1.29221,0.7654,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
477,40.0,45.0,44.0,49.0,46.0,-0.21712,0.07987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
478,40.0,37.0,55.0,52.0,44.0,0.19268,0.40148,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
479,47.0,34.0,45.0,34.0,37.0,-1.37983,-0.84637,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
480,46.0,41.0,48.0,42.0,46.0,0.19268,0.40148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481,29.0,39.0,48.0,44.0,52.0,-0.71126,-0.21575,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
482,48.0,43.0,55.0,45.0,48.0,0.19268,-0.84637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
483,30.0,46.0,42.0,48.0,40.0,-1.37983,-1.18084,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
484,31.0,42.0,35.0,50.0,36.0,-1.37983,-0.84637,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
485,50.0,28.0,53.0,38.0,31.0,-0.71126,-1.18084,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
486,53.0,27.0,54.0,36.0,44.0,0.19268,-0.52593,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
487,40.0,30.0,47.0,48.0,39.0,-0.21712,1.2247,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
488,54.0,30.0,48.0,30.0,29.0,-0.21712,0.07987,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
489,26.0,47.0,52.0,34.0,31.0,-0.71126,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
490,42.0,45.0,49.0,41.0,36.0,1.29221,1.92173,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
491,27.0,43.0,49.0,47.0,42.0,0.19268,0.40148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
492,41.0,36.0,52.0,43.0,44.0,0.88113,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
493,43.0,28.0,52.0,35.0,29.0,-1.37983,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
494,25.0,37.0,49.0,47.0,43.0,-1.37983,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
495,28.0,41.0,50.0,47.0,48.0,-1.37983,-0.52593,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
496,36.0,48.0,60.0,39.0,42.0,-0.71126,0.07987,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
497,35.0,36.0,52.0,46.0,36.0,-0.21712,0.07987,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
498,49.0,35.0,55.0,42.0,27.0,0.88113,1.2247,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
499,36.0,43.0,40.0,38.0,49.0,0.52975,0.7654,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
500,30.0,39.0,36.0,43.0,39.0,0.88113,-2.07848,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
501,22.0,44.0,44.0,39.0,40.0,0.52975,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
502,36.0,38.0,44.0,38.0,46.0,1.29221,0.7654,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
503,35.0,40.0,44.0,43.0,45.0,-1.37983,-1.18084,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
504,40.0,43.0,48.0,36.0,33.0,0.88113,0.07987,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
505,31.0,44.0,52.0,38.0,46.0,0.19268,0.07987,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
506,37.0,38.0,39.0,34.0,42.0,0.19268,-0.52593,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
507,50.0,32.0,38.0,31.0,36.0,-0.71126,0.07987,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
508,26.0,47.0,44.0,45.0,43.0,-1.37983,-0.52593,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
509,36.0,46.0,42.0,41.0,39.0,0.52975,-0.21575,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
510,40.0,43.0,45.0,42.0,44.0,-0.21712,-1.18084,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
511,40.0,43.0,50.0,44.0,34.0,1.86203,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
512,34.0,38.0,45.0,48.0,45.0,-0.21712,-0.21575,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
513,45.0,38.0,35.0,40.0,40.0,-0.21712,-0.21575,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
514,23.0,52.0,49.0,44.0,44.0,0.88113,1.92173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
515,34.0,41.0,41.0,32.0,44.0,-0.21712,-0.52593,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
516,39.0,39.0,48.0,40.0,48.0,-0.71126,-0.21575,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
517,41.0,36.0,47.0,42.0,36.0,0.52975,1.2247,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
518,34.0,42.0,37.0,50.0,53.0,0.52975,1.2247,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
519,38.0,38.0,39.0,38.0,48.0,-1.37983,-2.07848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
520,42.0,38.0,40.0,40.0,43.0,-0.71126,-1.18084,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,36.0,42.0,46.0,34.0,41.0,0.52975,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
522,33.0,43.0,45.0,38.0,32.0,0.19268,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
523,37.0,34.0,33.0,44.0,45.0,-1.37983,-2.07848,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
524,29.0,44.0,53.0,55.0,56.0,0.19268,0.07987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525,20.0,43.0,38.0,43.0,45.0,-0.71126,-0.52593,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
526,45.0,30.0,44.0,30.0,31.0,0.88113,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
527,42.0,39.0,45.0,47.0,29.0,0.52975,-0.21575,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
528,43.0,47.0,46.0,43.0,42.0,-0.21712,1.2247,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
529,45.0,40.0,50.0,30.0,46.0,-0.21712,-1.18084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
530,46.0,29.0,41.0,45.0,35.0,-0.21712,0.7654,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
531,33.0,41.0,41.0,53.0,49.0,0.19268,-1.18084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
532,32.0,39.0,41.0,32.0,37.0,0.52975,0.07987,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
533,20.0,54.0,43.0,52.0,51.0,0.19268,-1.18084,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
534,45.0,40.0,52.0,29.0,38.0,0.19268,-0.21575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
535,49.0,45.0,39.0,49.0,37.0,0.52975,0.07987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
536,43.0,38.0,37.0,48.0,35.0,-1.37983,-1.54858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
537,47.0,38.0,46.0,47.0,46.0,0.19268,0.40148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
538,24.0,48.0,45.0,47.0,53.0,-2.55524,-1.18084,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
539,26.0,42.0,45.0,37.0,43.0,-1.37983,-1.54858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
540,38.0,45.0,46.0,48.0,45.0,0.19268,0.07987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
541,43.0,45.0,52.0,35.0,34.0,0.19268,1.2247,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
542,44.0,44.0,39.0,38.0,44.0,-0.21712,-0.21575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
543,48.0,36.0,41.0,38.0,34.0,1.29221,-0.21575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
544,51.0,41.0,43.0,47.0,36.0,-0.71126,-0.21575,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
545,27.0,37.0,52.0,59.0,42.0,-1.37983,-1.18084,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
546,20.0,35.0,39.0,40.0,54.0,-1.37983,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
547,48.0,37.0,47.0,44.0,28.0,0.52975,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
548,25.0,47.0,47.0,39.0,41.0,-0.21712,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
549,34.0,37.0,36.0,48.0,50.0,-1.37983,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
550,28.0,48.0,47.0,36.0,49.0,-0.21712,1.2247,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
551,52.0,29.0,45.0,48.0,44.0,-0.21712,-1.18084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
552,46.0,26.0,43.0,43.0,45.0,-0.71126,-2.07848,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
553,42.0,43.0,43.0,43.0,50.0,0.52975,0.07987,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
554,38.0,33.0,38.0,43.0,48.0,-0.71126,-1.18084,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
555,34.0,38.0,48.0,42.0,44.0,-1.37983,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
556,21.0,46.0,45.0,52.0,50.0,-0.71126,-0.21575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
557,31.0,39.0,42.0,49.0,41.0,1.29221,1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
558,28.0,40.0,49.0,45.0,49.0,0.19268,-0.52593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
559,46.0,41.0,41.0,45.0,45.0,-0.71126,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
560,42.0,44.0,49.0,36.0,47.0,-0.21712,-0.21575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
561,58.0,43.0,35.0,41.0,51.0,-0.21712,-0.84637,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
562,44.0,42.0,42.0,31.0,40.0,0.19268,0.07987,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
563,31.0,37.0,46.0,44.0,39.0,1.86203,-0.84637,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
564,39.0,34.0,47.0,47.0,36.0,-0.71126,-0.84637,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
565,45.0,47.0,39.0,49.0,46.0,-1.37983,-1.18084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
566,53.0,44.0,54.0,37.0,38.0,-0.21712,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
567,46.0,34.0,45.0,41.0,42.0,-0.21712,-0.21575,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
568,32.0,45.0,45.0,37.0,56.0,-0.71126,-0.52593,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
569,38.0,47.0,38.0,31.0,39.0,0.52975,0.7654,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
570,21.0,52.0,45.0,50.0,53.0,0.19268,0.7654,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
571,48.0,31.0,34.0,36.0,37.0,1.86203,0.07987,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
572,27.0,46.0,49.0,39.0,39.0,0.52975,-0.21575,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
573,55.0,29.0,33.0,47.0,28.0,-0.71126,-1.54858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
574,20.0,45.0,35.0,40.0,49.0,-0.21712,0.07987,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
575,44.0,42.0,47.0,47.0,48.0,-0.71126,-0.52593,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
576,46.0,45.0,41.0,51.0,41.0,-0.71126,-0.21575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
577,46.0,39.0,48.0,50.0,51.0,-1.37983,-1.54858,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
578,34.0,45.0,50.0,44.0,47.0,-0.21712,-0.21575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
579,25.0,40.0,38.0,43.0,27.0,1.86203,-0.21575,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
580,27.0,50.0,49.0,41.0,37.0,0.88113,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
581,39.0,48.0,56.0,41.0,48.0,0.52975,0.07987,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
582,42.0,40.0,42.0,46.0,39.0,-0.21712,1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
583,33.0,41.0,44.0,35.0,47.0,1.29221,0.40148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
584,43.0,36.0,54.0,36.0,40.0,0.52975,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
585,39.0,42.0,44.0,48.0,28.0,0.19268,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
586,31.0,50.0,49.0,49.0,43.0,-0.21712,0.07987,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
587,24.0,39.0,48.0,37.0,45.0,0.52975,0.07987,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
588,30.0,40.0,42.0,39.0,46.0,-0.21712,0.40148,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
589,40.0,37.0,44.0,32.0,52.0,-0.21712,-0.84637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
590,14.0,46.0,47.0,46.0,54.0,-0.71126,-0.21575,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
591,35.0,46.0,46.0,47.0,46.0,0.19268,0.7654,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
592,32.0,36.0,42.0,35.0,37.0,1.29221,0.7654,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
593,39.0,41.0,43.0,34.0,45.0,-0.21712,0.7654,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
594,23.0,45.0,51.0,49.0,48.0,0.52975,1.2247,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
595,32.0,37.0,44.0,38.0,46.0,0.88113,1.2247,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
596,36.0,41.0,42.0,46.0,44.0,-0.21712,-0.52593,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
597,41.0,39.0,48.0,43.0,35.0,0.52975,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
598,43.0,36.0,42.0,54.0,43.0,-0.71126,-1.18084,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
599,46.0,47.0,51.0,44.0,34.0,1.86203,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
600,41.0,28.0,38.0,29.0,46.0,0.52975,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
601,54.0,33.0,51.0,39.0,34.0,0.52975,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
602,29.0,34.0,43.0,33.0,43.0,-0.71126,-0.21575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
603,40.0,42.0,48.0,49.0,45.0,-0.71126,-0.52593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
604,15.0,47.0,57.0,51.0,34.0,-0.71126,-0.52593,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
605,31.0,40.0,38.0,52.0,36.0,-0.21712,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
606,35.0,40.0,52.0,55.0,41.0,-0.71126,0.07987,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
607,21.0,48.0,54.0,44.0,49.0,0.52975,1.92173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
608,48.0,34.0,36.0,50.0,30.0,1.86203,-0.21575,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
609,27.0,46.0,52.0,44.0,37.0,0.19268,1.92173,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
610,29.0,42.0,42.0,51.0,46.0,0.52975,1.2247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
611,25.0,41.0,45.0,41.0,39.0,-0.21712,-0.52593,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
612,54.0,38.0,44.0,32.0,37.0,0.19268,0.07987,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
613,33.0,44.0,41.0,37.0,44.0,1.29221,-0.21575,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
614,37.0,39.0,43.0,48.0,40.0,0.88113,1.2247,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
615,46.0,41.0,45.0,39.0,34.0,1.29221,1.2247,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
616,27.0,48.0,44.0,39.0,47.0,-0.71126,0.07987,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
617,35.0,47.0,52.0,44.0,42.0,0.52975,0.07987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
618,29.0,33.0,51.0,37.0,46.0,-1.37983,-0.84637,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
619,41.0,30.0,43.0,52.0,28.0,1.29221,0.40148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
620,27.0,44.0,45.0,34.0,44.0,0.88113,0.40148,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
621,34.0,43.0,44.0,45.0,52.0,-0.71126,-1.54858,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
622,32.0,40.0,43.0,41.0,31.0,1.86203,-0.52593,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
623,36.0,40.0,37.0,43.0,44.0,-1.37983,-0.21575,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
624,32.0,36.0,42.0,37.0,44.0,-0.71126,-1.54858,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
625,35.0,37.0,40.0,40.0,45.0,-0.21712,-0.21575,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
626,21.0,33.0,35.0,54.0,46.0,-2.55524,-0.84637,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
627,48.0,32.0,37.0,53.0,44.0,-1.37983,-1.54858,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
628,31.0,43.0,50.0,45.0,41.0,-0.21712,-2.07848,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
629,41.0,38.0,56.0,45.0,49.0,-1.37983,-2.07848,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
630,40.0,39.0,44.0,56.0,49.0,-1.37983,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
631,48.0,37.0,37.0,37.0,47.0,-1.37983,-2.07848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
632,29.0,51.0,49.0,44.0,44.0,-0.71126,0.07987,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
633,48.0,41.0,46.0,36.0,37.0,-0.21712,1.2247,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
634,28.0,38.0,45.0,50.0,38.0,-0.71126,0.07987,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
