,sqft_basement,sqft_above,sqft_living,sqft_lot,sqft_living15,sqft_lot15,bedrooms,bathrooms,floors,view,grade,condition,age,age_renovated,waterfront,renovated,sale_month_02,sale_month_03,sale_month_04,sale_month_05,sale_month_06,sale_month_07,sale_month_08,sale_month_09,sale_month_10,sale_month_11,sale_month_12
3184,0,3020,3020,6073,3020,7700,3,3.25,2.0,0,9,4,61,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,0,950,950,8100,1620,7630,2,1.0,1.0,0,6,3,60,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3186,1400,1970,3370,8103,2120,6360,4,2.75,1.0,3,9,3,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3187,680,780,1460,4600,1560,4600,4,1.0,1.0,2,6,3,68,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3188,100,1640,1740,4200,1660,3750,3,1.5,1.5,0,7,4,94,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3189,860,860,1720,6413,1280,6413,4,2.0,1.0,0,7,4,64,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3190,0,1480,1480,7500,1480,7500,3,1.75,1.0,0,7,4,47,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,0,3320,3320,7266,3060,10269,5,2.5,2.0,0,9,3,15,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,0,3490,3490,9030,2540,8400,4,2.5,1.5,0,8,4,45,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3193,0,1160,1160,1648,1458,2351,2,1.5,2.0,0,7,3,12,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3194,1230,1780,3010,12523,2040,7560,4,1.75,1.0,0,8,3,63,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3195,0,1030,1030,4583,1730,8023,3,1.0,1.0,0,7,3,48,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,200,780,980,5110,1430,5110,2,1.0,1.0,0,7,4,75,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3197,0,1990,1990,18200,1860,8658,5,1.5,1.0,0,7,3,55,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3198,750,1040,1790,4000,1310,4000,2,1.0,1.0,0,7,4,91,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3199,0,810,810,7980,1440,7980,2,1.0,1.0,0,6,1,86,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3200,1240,1700,2940,38009,2620,38300,5,2.25,1.0,0,8,3,37,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3201,1024,3859,4883,26040,3736,9870,4,4.25,2.0,3,10,3,9,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3202,350,1010,1360,6110,1520,6110,4,1.5,1.0,0,7,3,59,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3203,0,1370,1370,19550,1430,17550,3,1.75,1.0,0,7,3,37,9,0,1,0,0,1,0,0,0,0,0,0,0,0
3204,0,2120,2120,3220,2120,3547,4,2.5,2.0,0,9,3,9,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3205,0,1240,1240,7200,1640,7200,3,1.75,1.0,0,7,5,73,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3206,0,2770,2770,89298,2650,89298,4,2.5,2.0,0,8,3,11,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3207,580,1080,1660,5750,2060,5560,3,1.75,1.0,0,7,4,106,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3208,0,1170,1170,8251,1360,6798,2,2.0,1.0,0,7,3,73,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3209,1120,1350,2470,7200,1500,6000,4,2.75,1.0,0,7,5,74,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3210,200,1110,1310,3816,1510,3816,2,1.75,1.0,0,7,2,86,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,0,1670,1670,11337,2210,11337,3,2.0,1.0,1,7,4,55,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3212,420,1240,1660,10819,3110,11853,3,1.75,1.0,0,7,4,72,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3213,740,2760,3500,7254,2820,6317,5,3.25,2.0,0,8,3,9,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3214,0,1440,1440,3800,1890,3819,3,2.5,2.0,0,7,3,9,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3215,970,1390,2360,7716,2160,8794,4,2.75,1.0,0,7,3,36,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3216,0,3460,3460,15745,3350,14825,3,3.5,2.0,0,10,3,28,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3217,0,1750,1750,8820,1400,9600,3,1.0,1.0,0,7,4,53,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3218,0,1470,1470,4236,1480,5400,4,1.75,1.5,0,7,4,69,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3219,650,1060,1710,10950,1180,10950,3,1.75,1.0,0,7,3,47,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3220,0,520,520,12981,1340,12233,1,0.75,1.0,0,3,5,95,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3221,0,2350,2350,5835,3010,5772,4,2.5,2.0,0,8,3,12,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3222,140,2240,2380,4876,1780,4559,4,2.25,2.0,0,9,4,66,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3223,0,1920,1920,7840,2170,7210,3,2.25,2.0,0,8,4,32,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3224,0,1580,1580,6000,1580,6000,3,1.0,1.0,0,7,5,68,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3225,710,2360,3070,5280,2570,18983,3,2.75,2.0,1,7,3,64,28,0,1,0,0,0,0,0,0,0,1,0,0,0
3226,0,2660,2660,13367,2660,13367,3,2.5,2.0,2,10,3,22,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3227,850,850,1700,5000,1690,5000,2,1.75,1.0,0,6,3,99,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3228,1300,3710,5010,49222,3140,54014,4,3.25,2.0,0,9,5,36,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3229,0,2680,2680,4673,2460,4645,4,2.25,2.0,0,7,3,15,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3230,880,1840,2720,4000,1600,4000,4,2.75,1.5,2,8,5,87,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3231,0,940,940,15450,1370,34820,2,1.0,1.0,0,6,4,88,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3232,1798,1798,3596,13700,1894,10500,6,2.5,1.0,0,8,5,51,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3233,240,1000,1240,1172,1260,1111,2,2.25,2.0,0,8,3,6,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3234,2060,2600,4660,9900,3380,9900,5,4.0,2.0,2,9,4,35,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3235,800,910,1710,7200,1730,7200,4,1.75,1.0,0,7,5,39,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3236,0,930,930,7550,1370,10176,2,1.0,1.0,0,6,3,28,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3237,360,1070,1430,9150,1430,6364,3,2.25,1.0,0,7,3,31,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3238,0,1650,1650,5700,1320,7620,3,2.75,2.0,0,7,4,27,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3239,450,1110,1560,12000,2190,4612,3,2.25,1.0,0,7,4,47,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3240,620,1250,1870,9825,1380,11475,3,2.5,1.0,0,7,4,20,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3241,0,1320,1320,7625,1420,7500,3,2.0,1.0,0,7,3,27,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3242,0,1400,1400,4690,1400,4690,4,2.0,1.5,0,7,4,70,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3243,640,1300,1940,8951,2000,8319,3,1.5,1.0,0,7,3,57,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3244,800,1200,2000,3000,1330,4000,5,2.0,1.5,0,6,3,84,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3245,0,1640,1640,18144,1500,9065,3,1.0,1.5,0,6,3,72,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3246,0,1020,1020,7650,1870,5500,3,1.0,1.0,0,6,3,96,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,550,1080,1630,9450,1280,9100,3,1.75,1.0,0,7,4,38,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3248,0,2940,2940,35996,2890,35089,4,2.5,2.0,0,9,3,20,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3249,0,2120,2120,8944,2870,8944,5,4.5,2.0,4,8,5,75,51,1,1,0,0,0,0,0,0,0,0,1,0,0
3250,0,790,790,2400,1580,2566,1,1.0,1.0,0,7,3,96,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3251,1010,1010,2020,6200,1440,4158,4,1.75,1.0,0,6,4,67,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3252,0,1530,1530,7238,1580,7238,3,1.75,1.0,0,7,3,55,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3253,310,2940,3250,10949,2340,15234,4,3.75,2.0,0,9,4,85,26,0,1,0,0,1,0,0,0,0,0,0,0,0
3254,800,2130,2930,3200,1900,4320,4,3.75,1.5,0,9,5,89,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3255,0,3150,3150,8550,2510,8550,3,3.75,2.0,0,10,3,8,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3256,0,2180,2180,40278,2630,40000,3,2.5,2.0,0,9,3,29,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3257,200,840,1040,7372,1930,5150,2,1.0,1.0,0,7,5,76,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3258,0,880,880,5375,980,4838,3,1.0,1.0,0,5,4,90,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3259,0,1400,1400,7066,1400,7320,3,1.0,1.0,0,8,3,57,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3260,0,2600,2600,7200,1790,6175,4,2.5,2.0,0,7,3,52,12,0,1,0,0,0,0,0,1,0,0,0,0,0
3261,400,1190,1590,2500,1420,3800,3,1.75,1.5,0,7,4,106,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3262,330,1280,1610,7084,2170,8505,3,2.25,1.0,0,8,4,46,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3263,0,1390,1390,4500,1900,5460,4,2.0,1.5,0,7,5,106,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3264,0,3710,3710,38509,1680,25865,3,3.25,2.0,0,10,3,16,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3265,0,2360,2360,11300,2290,11951,4,1.75,1.0,0,9,4,40,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3266,0,1440,1440,10330,2080,10327,3,1.0,1.0,0,7,4,63,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,300,1100,1400,5750,1500,5175,3,1.75,1.0,2,6,3,100,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3268,0,4600,4600,67369,4600,67369,4,2.5,2.0,0,10,3,24,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3269,0,2100,2100,8276,2420,18135,3,2.25,2.0,1,8,4,35,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3270,0,2010,2010,12044,2200,11144,4,1.75,1.0,0,9,3,33,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3271,690,1860,2550,6000,2010,4000,2,2.25,2.0,0,7,5,112,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3272,0,1240,1240,3649,1400,3721,2,2.5,2.0,0,7,3,28,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3273,630,1460,2090,9163,1960,7713,3,2.25,1.0,0,7,3,40,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,0,2770,2770,8100,2070,8100,5,2.5,2.0,0,9,3,12,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3275,0,3560,3560,11448,3290,11506,3,2.5,2.0,0,11,3,17,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3276,0,1240,1240,4080,2060,4080,3,1.0,1.0,0,7,3,89,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3277,800,840,1640,4080,1980,4080,2,1.75,1.0,0,7,3,93,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3278,0,3940,3940,13738,2370,13320,5,3.75,1.5,3,9,4,64,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3279,0,3150,3150,50094,3600,48787,5,2.5,2.0,0,9,4,46,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3280,830,1720,2550,5300,1590,4505,4,3.0,2.0,0,8,3,107,2,0,1,1,0,0,0,0,0,0,0,0,0,0
3281,500,3440,3940,27591,3420,29170,4,3.25,2.0,3,9,3,14,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3282,0,580,580,7200,1360,7560,1,1.0,1.0,0,6,3,14,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3283,0,1330,1330,16000,1330,14374,3,1.75,1.0,0,7,3,36,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3284,0,930,930,5000,1760,5228,2,1.0,1.0,3,7,3,89,2,0,1,0,1,0,0,0,0,0,0,0,0,0
3285,0,1060,1060,8625,2010,8901,3,1.0,2.0,0,7,4,52,17,0,1,0,0,0,0,0,0,1,0,0,0,0
3286,0,1180,1180,9048,1460,8942,3,1.5,1.0,0,7,3,54,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3287,0,1850,1850,6663,1850,6417,4,2.5,2.0,0,7,3,24,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3288,0,820,820,4880,1320,4880,2,1.0,1.0,0,6,4,89,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3289,0,3600,3600,21794,3410,19864,4,2.5,2.0,0,11,4,25,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,700,1150,1850,8250,1580,7153,3,2.0,1.0,0,7,4,62,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3291,0,2240,2240,11250,2200,12500,3,2.0,1.0,0,8,3,46,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3292,0,1860,1860,15559,1110,11586,3,2.25,2.0,0,7,4,51,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3293,0,2390,2390,7330,1980,6735,4,2.75,2.0,0,7,3,25,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3294,0,2040,2040,6034,1380,5986,4,2.5,2.0,0,7,3,24,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3295,260,1640,1900,5000,2090,5000,3,1.5,1.5,0,7,3,88,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3296,260,1640,1900,5000,2090,5000,3,1.5,1.5,0,7,3,89,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3297,760,1440,2200,2880,2440,4640,3,1.5,2.0,0,7,5,111,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3298,320,1960,2280,6660,1720,5336,4,2.25,1.5,2,8,3,74,30,0,1,0,0,0,1,0,0,0,0,0,0,0
3299,0,1090,1090,7315,1090,5800,3,1.0,1.0,0,6,5,33,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3300,0,670,670,5750,1170,5750,1,1.0,1.0,0,7,3,73,4,0,1,1,0,0,0,0,0,0,0,0,0,0
3301,0,1050,1050,5233,970,7500,3,1.0,1.0,0,5,5,108,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3302,650,1440,2090,10733,1740,8100,3,2.25,1.0,0,7,3,56,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3303,0,2030,2030,7770,1360,10782,3,2.5,2.0,0,8,3,11,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3304,0,1250,1250,7995,1540,7650,3,2.0,1.0,0,7,4,34,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3305,1210,1390,2600,6390,2110,6700,4,2.25,1.0,0,8,3,36,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3306,0,640,640,2500,1460,4200,2,1.0,1.0,0,6,4,97,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3307,0,2120,2120,3742,2250,4696,3,2.5,2.0,0,7,3,8,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3308,430,900,1330,5100,1500,5100,3,1.0,1.0,0,7,3,73,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3309,0,750,750,4680,1450,4400,2,1.0,1.0,0,5,3,67,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3310,0,2230,2230,32660,2400,33120,3,2.5,1.0,0,8,4,38,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3311,910,980,1890,6156,1590,6954,4,2.5,1.0,0,7,3,34,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3312,0,820,820,6366,1580,10169,2,1.0,1.0,0,6,5,62,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3313,500,1380,1880,8424,1970,8523,3,1.75,1.0,0,7,4,38,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3314,0,2360,2360,57514,2037,35733,4,4.25,2.0,0,8,4,75,27,0,1,0,0,0,0,1,0,0,0,0,0,0
3315,0,1850,1850,4050,1650,4468,3,2.25,2.0,0,7,4,29,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3316,300,2010,2310,5362,2530,5960,4,2.5,2.0,4,8,4,87,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3317,0,2520,2520,37616,1470,33750,3,1.5,1.0,0,8,3,60,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3318,0,800,800,8550,1490,8550,2,1.0,1.0,0,7,3,67,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3319,790,790,1580,6396,1180,6396,4,1.75,1.0,0,6,4,69,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3320,860,1570,2430,88426,1560,56827,3,2.5,1.0,0,7,4,29,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3321,940,1410,2350,6200,1800,6150,4,1.75,1.5,0,7,4,68,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3322,0,3800,3800,42316,2580,35775,5,3.0,1.5,0,9,4,30,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3323,1610,2060,3670,10583,2720,13865,5,3.0,1.0,0,8,5,62,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3324,880,900,1780,7350,1480,7350,4,2.0,1.0,0,7,5,40,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3325,190,1105,1295,1093,1295,1413,2,1.5,2.0,0,9,3,7,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3326,400,950,1350,7560,1470,7560,3,1.0,1.0,0,7,4,55,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3327,0,1440,1440,9806,1590,9782,3,2.25,1.0,0,7,3,50,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3328,200,1120,1320,38125,2360,15070,5,1.75,1.0,0,7,4,67,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3329,0,700,700,16828,2010,29316,2,0.75,1.0,0,6,4,57,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3330,0,2510,2510,19141,2400,13030,2,1.75,2.0,0,9,3,37,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3331,1780,1400,3180,27586,2180,27586,3,1.0,1.0,0,8,3,46,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3332,0,910,910,4000,1060,1346,2,1.0,1.0,0,7,3,97,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3333,0,1570,1570,4625,1760,4625,3,2.0,1.5,0,8,5,87,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3334,0,2450,2450,7062,1960,7200,3,2.5,2.0,0,8,3,21,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3335,1330,3580,4910,6600,3280,5500,6,2.25,2.5,0,10,5,104,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3336,0,1570,1570,5706,1570,5706,3,2.0,1.0,0,7,3,16,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3337,0,2680,2680,7513,2640,7243,4,2.5,2.0,0,8,3,16,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3338,480,1610,2090,4725,1280,4725,3,1.75,2.0,0,7,3,67,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3339,0,2150,2150,7200,2510,7222,3,2.0,1.0,0,8,3,27,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3340,100,1040,1140,1118,1140,1118,2,2.0,2.0,0,7,3,5,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3341,0,4230,4230,20377,3980,20489,4,3.5,2.0,0,11,3,17,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3342,0,1790,1790,6000,1060,4000,3,1.0,1.5,0,8,2,77,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
3343,1440,1660,3100,10200,2700,10455,5,3.5,1.0,4,9,3,44,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3344,0,2220,2220,2550,2200,5610,3,2.5,3.0,2,10,3,24,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3345,0,2370,2370,9679,2290,7944,4,2.5,2.0,0,8,3,31,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3346,0,4070,4070,115434,2970,95832,4,2.75,2.0,0,9,3,12,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3347,530,1260,1790,8400,1470,8400,4,1.0,1.0,0,7,4,60,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3348,0,1610,1610,3755,1300,3823,3,2.5,2.0,0,7,3,27,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3349,1200,1630,2830,18050,2370,14250,5,2.75,1.0,0,7,5,57,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3350,0,1010,1010,5490,1740,10658,3,1.0,1.0,0,6,3,60,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3351,170,1390,1560,3825,1700,5100,3,1.0,1.5,0,8,3,85,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3352,0,1330,1330,8636,1370,7475,3,1.5,1.0,0,7,4,47,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,0,2330,2330,10451,1880,8400,4,2.25,2.0,0,8,4,49,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3354,0,960,960,5750,1520,5750,3,1.0,1.0,0,7,3,64,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3355,0,1710,1710,6773,2220,7551,3,2.5,2.0,0,8,3,22,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3356,930,1300,2230,7200,2010,7752,4,2.25,1.0,0,7,4,51,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3357,0,1700,1700,10000,1460,9621,3,2.0,2.0,0,8,3,22,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3358,190,850,1040,4750,1350,5000,2,2.0,1.0,0,6,2,64,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3359,0,1070,1070,8030,1540,7875,3,1.75,1.0,0,7,3,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3360,1190,2410,3600,17300,2620,30200,5,2.5,1.0,0,8,4,46,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3361,0,2750,2750,8471,2610,7482,4,2.5,2.0,0,7,3,12,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3362,0,1920,1920,6000,1920,6000,4,1.5,2.0,1,7,3,64,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3363,430,1340,1770,10000,1270,5055,3,2.25,1.0,0,7,3,36,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3364,0,2460,2460,5440,2460,5124,4,2.5,2.0,0,9,3,12,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3365,0,1550,1550,4815,1680,4013,4,2.0,1.5,0,7,3,105,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3366,290,1170,1460,11481,1540,9680,3,2.0,1.0,0,7,2,19,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3367,0,2440,2440,9450,1720,7503,4,2.25,1.5,0,7,3,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3368,200,1440,1640,6516,1770,4000,3,1.0,1.5,0,7,4,79,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
3369,0,1290,1290,4650,1640,3900,2,1.0,1.0,0,7,4,108,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3370,0,3150,3150,7778,2970,6500,4,3.0,2.0,0,9,3,14,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3371,0,2305,2305,5580,1440,5748,2,2.5,1.0,0,8,3,8,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3372,0,1060,1060,16470,1790,16748,2,1.75,1.0,0,7,3,37,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3373,710,1350,2060,12558,1850,8722,3,1.75,1.0,0,7,4,30,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3374,0,900,900,7500,1350,7500,2,1.0,1.0,0,5,3,75,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
3375,830,3060,3890,5906,4170,6052,4,4.5,2.0,3,11,3,10,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
3376,570,1340,1910,12596,1550,13310,3,1.75,1.0,0,7,3,37,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3377,1000,1340,2340,7048,1440,8088,4,3.0,1.0,0,8,4,35,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3378,0,2900,2900,11769,2900,9611,3,3.0,2.0,0,10,3,17,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3379,0,3290,3290,35001,4090,40371,4,2.5,2.0,0,10,3,24,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
3380,0,630,630,1362,1090,1376,1,1.0,1.0,0,7,3,71,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3381,360,5050,5410,13431,3750,11596,5,4.75,2.0,0,10,4,73,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3382,1590,2680,4270,43386,3630,36180,4,2.5,1.0,0,10,3,23,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3383,570,1130,1700,8050,2920,12239,3,1.5,1.0,0,7,3,65,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
3384,280,1150,1430,8157,1820,8157,2,1.0,1.5,0,7,3,70,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
3385,0,2850,2850,7510,1510,8833,4,2.75,2.0,0,8,3,6,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
3386,0,2160,2160,105415,2760,9620,3,2.0,1.0,0,10,3,24,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
3387,880,880,1760,7200,1760,7200,2,2.0,1.0,0,7,5,68,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
3388,1320,1380,2700,27072,2460,34850,4,1.75,1.0,0,7,3,56,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
3389,0,860,860,6000,1300,6000,2,1.0,1.0,0,6,3,70,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,0,880,880,3000,1300,3000,2,1.0,1.0,0,7,5,87,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
